Tanggal,Customer,Kota,Nama Produk,Jumlah Terjual,Harga Satuan,Total Harga,Bulan
2025-05-08,"IDOLA, TK",SEMARANG,ACR TOILET WANITA T/D,3,10500,31500,2025-05
2025-05-08,"IDOLA, TK",SEMARANG,ACR OFFICE T/D,3,10500,31500,2025-05
2025-05-08,"IDOLA, TK",SEMARANG,ACRILIC NAME PLATE 7  X 25,6,25500,153000,2025-05
2025-05-08,BAHANA ***,SEMARANG,ACRILIC TOILET,5,15000,75000,2025-05
2025-05-08,BAHANA ***,SEMARANG,ACRILIC BUKA-TUTUP FORMAL,5,35300,176500,2025-05
2025-05-08,BAHANA ***,SEMARANG,ACRILIC LADIES/WANITA 10X15,3,13600,40800,2025-05
2025-05-08,BAHANA ***,SEMARANG,ACRILIC GENT/PRIA 10X15,3,13600,40800,2025-05
2025-05-08,BAHANA ***,SEMARANG,ACRILIC BELL 10X15,3,13600,40800,2025-05
2025-05-08,BAHANA ***,SEMARANG,NAME PLATE MEIKO 8X25BB,6,22300,133800,2025-05
2025-05-08,BAHANA ***,SEMARANG,NAME PLATE MEIKO 8X30BB,6,25000,150000,2025-05
2025-05-09,AJM STATIONERY ****,SEMARANG,ACR.ALAS KAKI HRP DILEPAS,3,16200,48600,2025-05
2025-05-09,AJM STATIONERY ****,SEMARANG,ACR.D.MEROKOK/NO SMOKING,6,16200,97200,2025-05
2025-05-09,AJM STATIONERY ****,SEMARANG,ACRILIC NAME PLATE 7 X 10,6,13000,78000,2025-05
2025-05-09,AJM STATIONERY ****,SEMARANG,ACRILIC NAME PLATE 7X20,6,22200,133200,2025-05
2025-05-09,AJM STATIONERY ****,SEMARANG,ACRILIC NAME PLATE LEAN 7X25,6,22400,134400,2025-05
2025-05-09,AJM STATIONERY ****,SEMARANG,STAND UP SIGN HOLDER A5,6,47300,283800,2025-05
2025-05-09,AJM STATIONERY ****,SEMARANG,STAND UP SIGN HOLDER A4,6,88800,532800,2025-05
2025-05-09,AJM STATIONERY ****,SEMARANG,LEAN SIGN HOLDER A5,6,44300,265800,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACRILIC BOYKO HIMBAUAN TOILET,3,16200,48600,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACRILIC BUKA-TUTUP FORMAL,6,37700,226200,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACRILIC OPEN-CLOSE FORMAL,6,37700,226200,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACR.ISTIRAHAT BUKA +RANTAI,6,37700,226200,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACRILIC LADIES/WANITA 10X15,3,14400,43200,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACRILIC MUSHOLA [FORMAL],6,16200,97200,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACR APAR FIRE EXTING 10X15,3,14400,43200,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACRILIC CCTV 20 X 15,3,23000,69000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACR NO SMOKING  T/D,3,11000,33000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACR TOILET T/D,3,11000,33000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACR TEMPAT WUDHU T/D,3,11000,33000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACR BATAS SUCI T/D,3,11000,33000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACR TAMU HRP LAPOR T/D,3,11000,33000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACR DILRG MASUK T/D,3,11000,33000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACR CCTV T/D,3,11000,33000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACRILIC NAME PLATE 7 X 30,6,31000,186000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACRILIC NAME PLATE LEAN 7X30,6,24200,145200,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,ACRILIC NAME PLATE LEAN 7X25,6,22400,134400,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,NAME PLATE MEIKO 8X25BB,6,23500,141000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,NAME PLATE MEIKO 8X30BB,6,26200,157200,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,STAND UP SIGN HOLDER A5,6,47300,283800,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,STAND UP SIGN HOLDER 10X12,6,24500,147000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,STAND UP SIGN 10X15,6,28500,171000,2025-05
2025-05-09,AJM STATIONERY 2**,SEMARANG,LEAN SIGN HOLDER A5,6,44300,265800,2025-05
2025-05-09,AJM MIJEN,SEMARANG,BOYKO D.BROSUR ACR A5 2SUSUN,2,88500,177000,2025-05
2025-05-09,AJM MIJEN,SEMARANG,BOYKO PENCASE BULAT JARING,12,11000,132000,2025-05
2025-05-09,AJM MIJEN,SEMARANG,BOYKO PENCIL CASE RESLETING,24,7200,172800,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACR. JAGALAH KEBERSIHAN,6,16200,97200,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACRILIC GESER [SET],6,19700,118200,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACRILIC BUKA-TUTUP FORMAL,6,37700,226200,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACRILIC OPEN-CLOSE FORMAL,6,37700,226200,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACRILIC TOILET PRIA,6,16200,97200,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACRILIC TOILET WANITA,6,16200,97200,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACR.D.MEROKOK/NO SMOKING,6,16200,97200,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACRILIC OFFICE/KANTOR,3,16200,48600,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACR BUANG SMPAH PD TMPT,6,16200,97200,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACRILIC T/D PUSH PULL [SET],6,19700,118200,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACR. TEMPAT WUDHU WANITA,3,16200,48600,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACRILIC CCTV 20 X 15,6,23000,138000,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACR GESER HORIZON (KANAN) T/D,6,11000,66000,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACR GESER HORIZON (KIRI) T/D,6,11000,66000,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACRILIC NAME PLATE 7 X 10,6,13000,78000,2025-05
2025-05-09,AJM MIJEN,SEMARANG,ACRILIC NAME PLATE 7X20,6,22200,133200,2025-05
2025-05-09,AJM MIJEN,SEMARANG,STAND UP SIGN HOLDER A5,6,47300,283800,2025-05
2025-05-09,AJM MIJEN,SEMARANG,STAND UP SIGN HOLDER 10X12,6,24500,147000,2025-05
2025-05-09,AJM MIJEN,SEMARANG,STAND UP SIGN 10X15,6,28500,171000,2025-05
2025-05-09,AJM MIJEN,SEMARANG,STAND UP SIGN HOLDER A4,6,88800,532800,2025-05
2025-05-09,AJM MIJEN,SEMARANG,LEAN SIGN HOLDER A5,6,44300,265800,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,KLIB BOYKO LETTERING SERIES,24,11100,266400,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET,3,11500,34500,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,AC SELAIN KRYWN DILRG MSK,9,11500,103500,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,ACR.D.MEROKOK/NO SMOKING,6,11500,69000,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,ACR. TEMPAT WUDHU PRIA,3,11500,34500,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,ACRYLIC TOILET 20X15,6,14600,87600,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE LEAN 7X10,12,8000,96000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,BOXFILE MEDIUM BF113 BLACK,46,17000,782000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,BOXFILE MEDIUM BF114 DARK BLUE,43,17000,731000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,BOXFILE MEDIUM BF116 GREEN,45,17000,765000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,BOYKO DESK SET 118,12,14400,172800,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR BE OPEN-CLOSE RANTAI,6,26000,156000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR BE MUSHOLLA,6,11500,69000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR BE DLRG PARKIR,6,11500,69000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR BE TARIK DORONG,3,13500,40500,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR. DILARANG.P.DPINTU,6,11500,69000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR. JAGALAH KEBERSIHAN,13,11500,149500,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACRILIC BUKA-TUTUP FORMAL,10,26000,260000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACRILIC OPEN-CLOSE FORMAL,6,26000,156000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR.D.MEROKOK/NO SMOKING,7,11500,80500,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET (KANAN),9,11500,103500,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET (KIRI),9,11500,103500,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACRILIC T/D PUSH PULL [SET],24,13500,324000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR ARAH KIBLAT (KANAN) T/D,6,7500,45000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR ARAH KIBLAT (KIRI) T/D,3,7500,22500,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR TEMPAT WUDHU T/D,6,7500,45000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR MUSHOLLA T/D,6,7500,45000,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR STAFF ONLY T/D,3,7500,22500,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACR OFFICE T/D,3,7500,22500,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE 7 X 10,6,8200,49200,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE B/B 7 X 30,12,22300,267600,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,STAND UP SIGN 10X15,6,21200,127200,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,LEAN SIGN HOLDER 10X12,6,12600,75600,2025-05
2025-05-09,PADMA UTAMA JADI CV,SEMARANG,LEAN SIGN HOLDER A4,6,50700,304200,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC BOYKO HIMBAUAN TOILET,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC TOILET,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC RUANGAN BER-AC,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR BUKA-TUTUP+RANTAI,36,30800,1108800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR. OPEN-CLOSE+RANTAI,12,30800,369600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR. DILARANG.P.DPINTU,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR.RUANG BEBAS ASAP ROKOK,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR. JAGALAH KEBERSIHAN,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC ANAK PANAH [SET],9,16300,146700,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC GESER [SET],12,16300,195600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC BUKA-TUTUP FORMAL,12,30800,369600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC OPEN-CLOSE FORMAL,12,30800,369600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC TEMPAT WUDHU,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC HP HRP DIMATIKAN,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC KAMAR CEWEK,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC KAMAR COWOK,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC RUANG TUNGGU,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRLIC BATAS SUCI,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC ARAH KIBLAT,24,13300,319200,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC DILRG B'BCR SKHTB,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC STAFF ONLY,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,AC SELAIN KRYWN DILRG MSK,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR.ALAS KAKI HRP DILEPAS,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR.ISTIRAHAT BUKA +RANTAI,24,30800,739200,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC AWAS KACA,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC TOILET PRIA,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC TOILET WANITA,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC LADIES/WANITA 10X15,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC GENT/PRIA 10X15,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR.D.MEROKOK/NO SMOKING,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC OFFICE/KANTOR,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC MUSHOLA [FORMAL],7,13300,93100,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC MUSHOLA,24,13300,319200,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC KASIR,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC FREE- WIFI,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR BUDAYAKAN MENGANTRI,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,JAGA DAN AWASI BAWAAN ANDA,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC BELL 10X15,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR. DILARANG MEMOTRET,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR AREA MEROKOK,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR BUANG SMPAH PD TMPT,11,13300,146300,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRYLIC EXIT (KANAN),12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRYLIC EXIT (KIRI),12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,DILRG PARKIR DPN PNT UK.FOLIO,24,30900,741600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR TITIK KUMPUL UK.FOLIO,24,30900,741600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR PARKING AREA UK.FOLIO,12,30900,370800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR APAR FIRE EXTING 10X15,24,11900,285600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC DISABILITAS 10X15,24,11900,285600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO PETS 10X15,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR.PINTU HRP DITTUP KMBLI,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC EXIT,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC TOILET (KANAN),12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC TOILET (KIRI),12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC T/D PUSH PULL [SET],24,16300,391200,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR. TEMPAT WUDHU PRIA,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR. TEMPAT WUDHU WANITA,8,13300,106400,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC JALUR EVAKUASI (KANAN),18,13300,239400,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC JALUR EVAKUASI (KIRI),23,13300,305900,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR BUKA SHOLAT+RANTAI,11,30800,338800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC CCTV 20 X 15,24,19000,456000,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR L/G BUKA-TUTUP +RANTAI,24,21800,523200,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR L/G OPEN-CLOSE +RANTAI,24,21800,523200,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRYLIC TOILET 20X15,12,19000,228000,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR DILRG MENGINJAK RUMPUT,10,13300,133000,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR DLRG BUANG PUNTUNG KETOILT,12,13300,159600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 0,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 1,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 2,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 3,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 4,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 5,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 6,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 7,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 8,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH 9,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH A,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH B,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH C,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH D,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH E,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH F,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRILIC NO RUMAH G,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACRYLIC DILARANG MEROKOK 10X15,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,DILRG BUANG SMPH TOILET 10X15,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR MATIKAN KERAN AIR 10X15,12,11900,142800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR JGLH KBRSIHAN T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR NO SMOKING  T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR AREA MEROKOK T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR ARAH KIBLAT (KANAN) T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR ARAH KIBLAT (KIRI) T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR KASIR T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR ORDER HERE T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR TOILET T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR TOILET PRIA T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR TOILET WANITA T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR TEMPAT WUDHU T/D,24,9400,225600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR BATAS SUCI T/D,24,9400,225600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR MUSHOLLA T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR STAFF ONLY T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR OFFICE T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR GESER HORIZON (KANAN) T/D,24,9400,225600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR GESER HORIZON (KIRI) T/D,24,9400,225600,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR RECEPTION T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR SECURITY T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR TAMU HRP LAPOR T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR DILRG MASUK T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR CCTV T/D,12,9400,112800,2025-05
2025-05-09,ANDRE BU,SURABAYA,ACR DILRG MEROKOK T/D,12,9400,112800,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,PENCIL CASE MOTIF TIMBUL,36,5500,198000,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,ACR BE HIMBAUAN,4,11500,46000,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,ACR BE MUSHOLLA,2,11500,23000,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,ACR.D.MEROKOK/NO SMOKING,6,11500,69000,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,ACR.PINTU HRP DITTUP KMBLI,6,11500,69000,2025-05
2025-05-07,PADMA UTAMA JADI CV,SEMARANG,ACRILIC WALL PESANAN 40X60,3,117000,351000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,BOYKO DESK SET 118,6,18800,112800,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,BOYKO PENCASE BULAT JARING,11,9700,106700,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,PENCIL CASE MOTIF TIMBUL,60,6300,378000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,BOYKO PENCIL CASE RESLETING,11,6300,69300,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BE OPEN-CLOSE RANTAI,5,33500,167500,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BE BUKA-TUTUP RANTAI,5,33500,167500,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BE TOLIET T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BE TOILET PRIA T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BE TOILET WNT T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BE GESER (KIRI),5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BE GESER (KANAN),5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BE TARIK DORONG,5,18000,90000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BUKA-TUTUP+RANTAI,5,33500,167500,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR. OPEN-CLOSE+RANTAI,5,33500,167500,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACRILIC BUKA-TUTUP FORMAL,5,33500,167500,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACRILIC STAFF ONLY,5,14500,72500,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR.ALAS KAKI HRP DILEPAS,5,14500,72500,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR.D.MEROKOK/NO SMOKING,5,14500,72500,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACRILIC FREE- WIFI,5,14500,72500,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR.PINTU HRP DITTUP KMBLI,5,14500,72500,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACRILIC T/D PUSH PULL [SET],5,18000,90000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BUKA SHOLAT+RANTAI,4,33500,134000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR JGLH KBRSIHAN T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR TOILET PRIA T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR TOILET WANITA T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR BATAS SUCI T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR OFFICE T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR RECEPTION T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR SECURITY T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR DILRG MASUK T/D,2,10000,20000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,ACR CCTV T/D,5,10000,50000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,NAME PLATE MEIKO 8X25BB,30,21000,630000,2025-05
2025-05-10,MEMORY MULTI SARANA,KAB. INDRAMAYU,NAME PLATE MEIKO 8X30BB,30,23500,705000,2025-05
